Name,Domain,Segment Description,Proximity,Segment Id,Industry Groups,Business Model,Keywords,Description,Social URLs,Score,Revenue Range,Employees,Start Date,Street,City,State,Zip,Country,Phones,Public Emails,Redirect Domain,Update Date,Customer Type,query_name,ingested_at,company_clean,segment,public_emails_clean,MV,BB,Final Email,Source,Status,AI assist
Cheap Movers,cheapmovingny.com,Affordable NYC Last Minute Movers,1,48,CONSUMER_SERVICES:1.0,"B2B:0.91, B2C:0.99","moving ny:0.69, affordable moving:0.6, online moving:0.53, moves residential:0.52, moving needs:0.52, moving cheap:0.52, moves services:0.51, moving service:0.51, locations brooklyn:0.5, boroughs manhattan:0.47, manhattan queens:0.47, movers cheapest:0.46, island ny:0.46, moving company:0.43, moving info:0.42","Cheap Movers is a moving service that offers affordable and reliable solutions for residential moves in New York City, particularly in the Tri-State Area. They provide a range of services including packing, unpacking, furniture assembly, commercial move logistics, short-term storage, and same-day shipping. Customers can request quotes online or by phone, and their team consists of trained movers who prioritize customer satisfaction and efficient service throughout the moving process. The company operates with well-maintained box trucks and emphasizes quality service and reliability.",https://www.yelp.com/biz/cheap-moving-brooklyn,171,1-10M,11-50,2019-02-25,,Brooklyn,NY,,US,,contact@cheapmovingny.com,,2026-05-18,"{""B2B"": 0.91, ""B2C"": 0.99}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Cheap Movers,has_public,contact@cheapmovingny.com,ok,skipped,contact@cheapmovingny.com,P0,done,Noticed that you’ve been handling moves across the Tri-State Area from Brooklyn since early 2019.
EZ Moving Services,myezmover.com,Orlando Residential Moving Services,1,51,CONSUMER_SERVICES:0.91,"B2B:0.95, B2C:0.93","movers orlando:0.6, orlando moving:0.59, residential moving:0.55, services orlando:0.55, moving trucks:0.53, moving service:0.53, hauling residential:0.53, local movers:0.52, florida movers:0.52, moving business:0.5, ez moving:0.47, packing services:0.47, furniture transport:0.45, operated moving:0.45, transportation options:0.45","EZ Moving Services is a local moving company in Orlando that offers a variety of moving solutions for both residential and commercial clients. Their main services include packing, loading, and transportation, as well as heavy lifting and furniture delivery. EZ Moving Service provides specialized moving equipment like stretch film and dollies, ensuring secure and efficient movement while providing customer service through 24/7 support. They cater to different moving needs, including long-distance moves and custom furniture options.",,96,1-10M,11-50,2018-08-22,4101 Im2753 Dot2968831,Orlando,FL,32808,US,+14079304100,sales@myezmover.com,,2026-06-02,"{""B2B"": 0.95, ""B2C"": 0.93}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,EZ Moving Services,has_public,sales@myezmover.com,ok,skipped,sales@myezmover.com,P0,done,Noticed that EZ Moving Services has been handling Orlando moves with specialized equipment since 2018.
Navy Seals Moving,navysealsmoving.com,New Jersey Interstate Moving Services,1,60,CONSUMER_SERVICES:1.0,B2C:0.95,"seals moving:0.61, navy seals:0.58, moving navy:0.56, seals committed:0.52, navysealsmoving com:0.51, testimonials navy:0.49, info navysealsmoving:0.47, service navy:0.45, movers commitment:0.37, moving washington:0.34, moving supplies:0.27, new jersey:0.27, carolina 206:0.26, states offer:0.25, quality secure:0.24","Navy Seals Moving is a family-owned company specializing in long-distance moving services across the United States, with over 20 years of experience. They offer a range of relocation solutions including furniture storage, home staging, and transportation, ensuring secure and efficient handling of belongings such as beds, mattresses, and electronics. The company emphasizes customer satisfaction through transparent estimates, upfront pricing, and personalized service to make the move process stress-free. Their fleet includes fully insured and licensed movers who operate from their own climate-controlled warehouse facilities.",https://www.youtube.com/@navysealsmoving7695/videos,172,1-10M,11-50,2018-06-29,,Seattle,WA,,US,+12069294378,info@navysealsmoving.com,,2026-05-27,"{""B2C"": 0.95}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Navy Seals Moving,has_public,info@navysealsmoving.com,catch_all,deliverable,info@navysealsmoving.com,P0,done,Noticed that you’ve been handling long-distance moves out of Seattle since 2018 with your own climate-controlled warehouse.
Robo Movers,robomovers.com,Fixed Price Moving Services,1,68,CONSUMER_SERVICES:1.0,B2C:0.96,"moving sf:0.57, affordable moving:0.57, apartment moving:0.55, movers customers:0.54, movers licensed:0.54, movers services:0.54, commercial moving:0.53, robo movers:0.52, moving bedroom:0.5, moving packing:0.5, movers san:0.48, moving studio:0.48, movers broke:0.48, local moving:0.46, moving furniture:0.44","Robo Movers is a moving service that offers affordable and efficient moving solutions for residential and commercial clients in San Francisco. The company provides fixed pricing, transparent communication with movers, and comprehensive documentation of the move, including detailed reports on packing, hauling, and storage. Key features include same-day moving services, body cam footage documenting moves, and a commitment to customer satisfaction with a focus on transparency and accountability.","https://www.instagram.com/robomovers, https://www.yelp.com/biz/robo-movers-san-francisco",106,1-10M,11-50,2022-02-23,,San Francisco,CA,94103,US,+14152955314,steven@robomovers.com,,2026-06-04,"{""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Robo Movers,has_public,steven@robomovers.com,catch_all,deliverable,steven@robomovers.com,P0,done,Not many San Francisco movers can say they document every move with body cam footage and detailed reports.
Michael's Movers,michaelmovers.com,Packing and Labor-Only Movers,1,73,CONSUMER_SERVICES:1.0,"B2B:0.51, B2C:0.97","residential moving:0.62, movers service:0.57, apartments moving:0.54, movers provides:0.53, insured moving:0.49, moving services:0.48, movers address:0.46, provide apartments:0.45, mover month:0.44, services residential:0.44, quote homes:0.42, moving company:0.42, packing services:0.37, offices offer:0.36, texas department:0.31","Michael's Movers is a moving company based in Richardson, Texas, offering a range of services for residential and commercial moves. Their main functionalities include packing, transporting, unpacking, and delivering goods using clean trucks and specialized equipment. They provide free quotes, a money-back guarantee, and have over ten years of experience in the moving industry, ensuring customer satisfaction throughout the move process.",,103,1-10M,11-50,2018-08-08,101 East Park Blvd,Plano,TX,75074,US,"+12142454595, +18883684689",sales@michaelmovers.com,,2026-06-07,"{""B2B"": 0.51, ""B2C"": 0.97}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Michael's Movers,has_public,sales@michaelmovers.com,ok,skipped,sales@michaelmovers.com,P0,done,Noticed that you’ve been handling moves around Plano since 2018 with a team of over ten.
All In Moving,allinmoving.com,Apartment Movers and Packing Services,1,74,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96","angeles moving:0.67, movers residential:0.63, angeles relocation:0.61, residential moving:0.61, movers apartment:0.6, moving los:0.6, movers services:0.59, moving apartment:0.57, angeles need:0.56, movers downtown:0.55, movers storage:0.55, movers glendale:0.53, moving services:0.53, moving bungalows:0.52, movers el:0.52","All In Moving is a moving service based in Los Angeles that offers a range of solutions for residential, commercial, and piano moves. Their main functionality includes packing, loading, and delivery, ensuring a smooth move experience from start to finish. Key features include labor-only moving, specialized storage options, and transparent pricing with no hidden fees. They also provide free estimates and have a team of experienced movers who handle everything from paperwork to packing.","https://www.instagram.com/allinmoving1, https://www.yelp.com/biz/all-in-moving-services-los-angeles-4",126,1-10M,11-50,2017-06-29,926 N Ardmore Ave,Los Angeles,CA,90029,US,+14244005694,info@allinmoving.com,,2026-06-08,"{""B2B"": 0.99, ""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,All In Moving,has_public,info@allinmoving.com,ok,skipped,info@allinmoving.com,P0,done,Not many moving companies in Los Angeles handle piano moves alongside labor-only services and transparent pricing.
Most Valuable Moving,mostvaluablemoving.com,Apartment Movers and Packing Services,1,74,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.98","affordable moving:0.59, residential moving:0.54, moving services:0.53, moving costs:0.51, valuable moving:0.51, movers help:0.49, moving best:0.49, moreno valley:0.49, movers provide:0.49, reasonable moving:0.48, moving packing:0.47, moving company:0.46, moving furniture:0.45, traffic california:0.41, mostvaluablemoving com:0.33","Most Valuable Moving is a moving company based in Moreno Valley, CA, offering both local and long-distance moving services. They provide packing, loading, and furniture assembly for residential and commercial moves, as well as senior moving services like storage and shipping. The company emphasizes safety, professionalism, and customer satisfaction, ensuring that clients receive dedicated support throughout the moving process. Key features include professional packers, affordable pricing, and a focus on efficient service tailored to individual needs.",https://www.yelp.com/biz/most-valuable-moving-moreno-valley?osq=movers,91,1-10M,11-50,2021-03-21,,Moreno Valley,CA,92551,US,+19515678724,info@mostvaluablemoving.com,,2026-06-03,"{""B2B"": 0.98, ""B2C"": 0.98}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Most Valuable Moving,has_public,info@mostvaluablemoving.com,catch_all,deliverable,info@mostvaluablemoving.com,P0,done,Not many moving companies in Moreno Valley have focused on senior moving services since 2021.
Phame Estate Services,edmontonestates.ca,Estate Cleanout and Relocation Services,1,78,CONSUMER_SERVICES:0.99,"B2B:0.52, B2C:0.94","services estate:0.61, moveout estate:0.61, estate services:0.59, estate cleanouts:0.57, estate relocation:0.56, estate buyouts:0.56, estate outs:0.55, estate provide:0.54, complete estate:0.52, preparation estate:0.51, premiere estate:0.51, phame estate:0.51, estate handle:0.49, renovations resale:0.46, homes complete:0.43","Phame Estate Services provides a range of estate liquidation and relocation services for individuals and businesses looking to sell their assets. Their main functionalities include asset appraisals, home renovations, and complete estate buyouts, with options for quick cash purchases without inspections or terms. Key features include professional moving and packing services, expert property staging, and assistance with charitable donations and estate transitions. They also offer specialized services like biohazard remediation and auction sale preparation to help clients maximize the value of their properties.",,79,<1M,11-50,2023-01-11,,Edmonton,AB,T2G 1S6,CA,+17807190865,sean@phame.co,,2026-05-23,"{""B2B"": 0.52, ""B2C"": 0.94}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Phame Estate Services,has_public,sean@phame.co,ok,skipped,sean@phame.co,P0,done,Not many Edmonton movers handle biohazard remediation and auction prep alongside estate transitions like you do.
Top Movers Houston,topmovershouston.com,Residential Moving and Furniture Delivery,1,80,CONSUMER_SERVICES:1.0,"B2B:0.88, B2C:0.98","houston moving:0.68, movers houston:0.66, houston movers:0.65, affordable moving:0.58, residential moving:0.58, texans relocation:0.58, moving residential:0.56, services houston:0.56, houston help:0.55, moving apartment:0.54, submit houston:0.53, local movers:0.51, storage movers:0.51, moving services:0.49, service apartment:0.45","Top Movers Houston is a moving company that offers a range of services for residential and commercial moves, including packing, storage, and labor-only moving. They provide free quotes, transparent pricing, and personalized assistance throughout the moving process. Key features include professional packing services, insurance coverage, and customer support available seven days a week. The company emphasizes safety and professionalism in all their moving projects.",,93,1-10M,11-50,2020-04-26,7603 Helmers Street,Houston,TX,77022,US,+12818860286,info@topmovershouston.com,,2026-06-04,"{""B2B"": 0.88, ""B2C"": 0.98}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Top Movers Houston,has_public,info@topmovershouston.com,ok,skipped,info@topmovershouston.com,P0,done,Noticed that Top Movers Houston has been handling moves in Houston since spring 2020.
Twin Cities Moving Solutions,tcmovingsolutions.com,Minnesota Moving and Storage Services,1,82,CONSUMER_SERVICES:1.0,B2C:0.8,"moving services:0.57, packing services:0.52, moving packing:0.51, moving twin:0.48, professional moving:0.45, pricing moving:0.44, cities moving:0.43, twin cities:0.41, business moves:0.41, free moving:0.37, moving solutions:0.36, solutions home:0.35, ensuring belongings:0.35, services expertise:0.34, planning stressful:0.28","Twin Cities Moving Solutions is a moving company that offers professional moving and packing services for both residential and business moves. They provide pre-move consultations, ensuring clients receive personalized assistance throughout the move process. The company features transparent pricing with no hidden fees, allowing customers to easily book their moving needs through online booking or in-person visits. Additionally, they offer free moving boxes and provide necessary supplies like boxes and paper.",,81,1-10M,11-50,2020-07-21,7020 4Th Ave S.,Richfield,MN,55423,US,+16129165072,contact@tcmovingsolutions.com,,2026-05-29,"{""B2C"": 0.8}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Twin Cities Moving Solutions,has_public,contact@tcmovingsolutions.com,ok,skipped,contact@tcmovingsolutions.com,P0,done,Noticed that you’ve been offering free moving boxes in Richfield since 2020.
ASAP Movers,asapmovers.com,UNCLUSTERED,0,-1,CONSUMER_SERVICES:0.91,"B2B:0.9, B2C:0.96","moving services:0.54, movers jobs:0.53, movers provide:0.5, moving supplies:0.49, movers serve:0.46, moving senior:0.45, packing services:0.44, moving trucks:0.44, home deliveries:0.43, moving military:0.43, moving storage:0.43, services residential:0.42, moving santa:0.4, assisted living:0.38, renting truck:0.38","ASAP Movers is a local moving company that offers residential and commercial moving services in Santa Maria and Santa Barbara Counties. They provide long-distance moves, full packing services, and storage solutions, as well as labor-only services for onsite assistance. Their fleet includes over 20 vehicles, GPS tracking for shipments, and they offer specialized services for senior living homes and final mile delivery. The company emphasizes quality service with competitive pricing and customer satisfaction, supported by a team of trained movers who are experienced throughout the move process.","https://www.linkedin.com/company/asap-movers, https://www.instagram.com/asapmoversslo, https://www.youtube.com/c/Asapmoversslo, https://www.yelp.com/biz/asap-movers-san-luis-obispo-3",174,1-10M,11-50,2018-03-27,1310 West Mccoy Ln.,Santa Maria,CA,93455,US,"+18055449222, +18055449104","kasey@asapmovers.com, james@asapmovers.com, chris@asapmovers.com, scott@asapmovers.com, info@asapmovers.com, shandie@asapmovers.com, kyle@asapmovers.com",,2026-06-05,"{""B2B"": 0.9, ""B2C"": 0.96}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,ASAP Movers,has_public,"kasey@asapmovers.com, james@asapmovers.com, chris@asapmovers.com, scott@asapmovers.com, info@asapmovers.com, shandie@asapmovers.com, kyle@asapmovers.com",ok,skipped,kasey@asapmovers.com,P0,done,Not many moving companies in Santa Maria focus on senior living homes and final mile delivery like you do.
Collins Brothers Moving & Storage,collinsbros.com,UNCLUSTERED,0,-1,CONSUMER_SERVICES:0.89,"B2B:0.97, B2C:0.6, B2G:0.91","moving services:0.56, storage services:0.55, moving storage:0.54, storage specialized:0.53, storage llc:0.52, vaults storage:0.52, warehousing storage:0.51, commercial storage:0.5, storage contact:0.48, moving collins:0.44, services backed:0.44, trusted moving:0.43, atlas inventory:0.39, store deliver:0.39, provider collins:0.39","Collins Brothers Moving & Storage offers a range of moving and storage services including local, long-distance, international, and commercial moves. Their main functionality is to provide professional relocation support throughout the move process, ensuring efficient coordination and quality service. Key features include real-time updates on move status, certified crews for various types of relocations, and flexible storage solutions tailored to client needs. They also offer restoration support for insurance claims and government relocation projects.","https://www.linkedin.com/company/collins-brothers-moving-inc, https://www.instagram.com/collinsbrothersmoving",129,1-10M,11-50,2016-05-04,620 Fifth Avenue,Larchmont,NY,10538,US,"+19148340048, +12034569045, +17036616045, +16312833000, +18002475916",collins@collinsbros.com,,2026-06-05,"{""B2B"": 0.97, ""B2C"": 0.6, ""B2G"": 0.91}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Collins Brothers Moving & Storage,has_public,collins@collinsbros.com,ok,skipped,collins@collinsbros.com,P0,done,Not many moving companies in Larchmont handle restoration support for insurance claims and government relocation projects.
Lewis & Michael Inc.,atlaslm.com,UNCLUSTERED,0,-1,"CONSUMER_SERVICES:0.93, SUPPLY_CHAIN_AND_PROCUREMENT:0.06","B2B:0.99, B2C:0.86","moving dayton:0.64, storage dayton:0.62, dayton movers:0.62, ohio moving:0.55, ohio movers:0.55, moves dayton:0.54, company dayton:0.53, relocations experts:0.49, movers storage:0.48, services ohio:0.47, service movers:0.46, facilities columbus:0.45, llc lewis:0.44, use warehouses:0.44, michael operates:0.38","Taian Avencer Trading Co., Ltd. is a provider of construction machinery and lift machines, specializing in advanced industrial equipment for various construction needs. Established in 2018, the company offers a range of products including tower cranes, concrete mixers, gantry crane units, and specialized hoists for tasks like excavation and concrete pile building. They also provide customized solutions and have a large inventory to meet customer requirements across multiple industries such as mining, construction, and logistics. The company focuses on delivering high-quality goods and reliable service to enhance operational efficiency in diverse construction projects.",,145,1-10M,11-50,2018-06-29,3920 Image Dr,Dayton,OH,45414,US,"+18005433524, +19372526683","daytonsales@atlaslm.com, info@atlaslm.com",,2026-06-03,"{""B2B"": 0.99, ""B2C"": 0.86}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Lewis & Michael,has_public,"daytonsales@atlaslm.com, info@atlaslm.com",ok,skipped,daytonsales@atlaslm.com,P0,done,Noticed that you've been handling moves in Dayton since 2018 with a team of 11-50 people.
Clever Moving,clever-moving.com,UNCLUSTERED,0,-1,CONSUMER_SERVICES:1.0,B2C:0.95,"moving shipping:0.62, moving cost:0.58, moving com:0.56, moving company:0.56, professional movers:0.55, movers clever:0.54, house movers:0.53, moving care:0.52, local moving:0.52, moving expert:0.52, deliveries furniture:0.51, moving scheduling:0.49, moving ca:0.48, county moving:0.48, professional packing:0.44","Clever Moving is a moving company that offers a range of services for both local and long-distance moves. Their main functionalities include packing, unpacking, furniture disassembly, lifting, storage, and delivery. They provide free estimates, no hidden fees, and all their movers are certified to ensure quality service. The company aims to create a stress-free moving experience while ensuring customer satisfaction.",https://instagram.com/clever.moving,83,1-10M,11-50,2019-10-10,3857 Birch Street,Newport Beach,CA,92660,US,+19496674777,info@clever-moving.com,,2026-05-18,"{""B2C"": 0.95}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Clever Moving,has_public,info@clever-moving.com,ok,skipped,info@clever-moving.com,P0,done,Not many Newport Beach movers can say they've been ensuring certified crews since 2019.
Hawaiian Van Lines,hawaiianvanlines.com,UNCLUSTERED,0,-1,"SUPPLY_CHAIN_AND_PROCUREMENT:0.6, CONSUMER_SERVICES:0.4","B2B:0.53, B2C:0.97","moving hawaii:0.68, hawaii moving:0.64, hawaiianvanlines com:0.55, experience hawaii:0.55, hawaii bring:0.54, hawaii faq:0.54, hawaiian van:0.52, hawaii experts:0.52, pack hawaii:0.51, partner hawaiian:0.49, hawaii office:0.49, hawaii things:0.48, shipping moving:0.45, islands offer:0.44, packing services:0.4","interCOOLtural is a Spanish language learning service that offers online classes for individuals of all ages. The main purpose is to create engaging and personalized lessons tailored to the specific goals, interests, and pace of each student. Key features include flexible class formats such as one-on-one sessions or small group classes, cultural immersion programs, and support for students preparing for academic exams like GCSE and A-Levels. The approach emphasizes friendly and practical communication, making learning enjoyable and effective across various age groups.",,104,1-10M,11-50,2019-05-18,11400 Pakela St,Waipahu,HI,96797,US,+18084807656,"mark@hawaiianvanlines.com, remi@hawaiianvanlines.com",,2026-05-15,"{""B2B"": 0.53, ""B2C"": 0.97}",General Moving Companies in US / CA,2026-06-16T01:29:26.296+03:00,Hawaiian Van Lines,has_public,"mark@hawaiianvanlines.com, remi@hawaiianvanlines.com",catch_all,deliverable,mark@hawaiianvanlines.com,P0,done,Noticed that you've been moving folks around Waipahu since 2019.
