Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
carolinalemke.com,CAROLINA LEMKE BERLIN,CAROLINA LEMKE BERLIN,sales@carolinalemke.com,/Apparel/Eyewear | /Health/Vision Care/Eyeglasses & Contacts,9,,,IL,CAROLINA LEMKE,,131915,7.2,291,,"GLO Color Swatch Variant Image, PreOrder Globo | Back in Stock, Smart Product Filter & Search, TA AI Product Labels & Badges, Product Reviews","Arrive, Cloudflare, Cloudflare CDN, Microsoft 365, Vimeo",3.3,3,,,"New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"shanicarolinalemke.com,carolinalemkecarolinalemke.com"
4chef.co.il,4Chef,4Chef,"service@4chef.co.il, https://www.youtube.com/@4chefisrael728, web@4chef.co.il, marketing@4chef.co.il, workshop@4chef.co.il",/Home & Garden/Kitchen & Dining,18,Modi'in-Maccabim-Re'ut,Center District,IL,"4Chef: הבית שלכם למטבח! רשת חנויות ארצית לכלי מטבח וסדנאות בישול ואפייה. הרשת המובילה את תחום הקולינריה בארץ, עם מגוון עצום של כלים לחובבי בישול ואפייה »",,193185,9.6,7806,,Matat Announcement bar,"Arrive, Cloudflare, Cloudflare CDN, Microsoft 365, Vimeo",,,,,"Shopify New Customer Accounts, Contact Page, New Shopify Checkout (2022), FAQ Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,levin4chef.co.il
carpetshop.co.il,www.carpetshop.co.il,www.carpetshop.co.il,"service@hom-group.co.il, https://www.tiktok.com/@carpet__shop",/Home & Garden/Home Improvement/Flooring | /Home & Garden/Home Furnishings/Rugs & Carpets,15,,,IL,"שטיחים אונליין במגוון רחב של סגנונות, צבעים וטקסטורות. אלפי שטיחים מעוצבים במחירים אטרקטיביים במיוחד, בתהליך רכישה אונליין עם משלוח עד הבית באתר השטיח האדום.",Shopify Plus,143180,8.8,3090,105,"AdScale AI Ads Meta/Google Ads, Shopify Checkout Blocks, 404/301 SC Easy URL Redirects, Google Reviews by Reputon, KX AI Collections","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,woocommerce (2021),TT 1.5k,"Shopify Online Store 2.0, 3D Models, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"alonbabajanicarpetshop.co.il,andreyplatonovcarpetshop.co.il"
seestarz.com,SEESTARZ,SEESTARZ,support@seestarz.com,/Apparel,,Bnei Brak,Tel Aviv District,IL,"בית האופנה סיסטרז Online Fashion House חנות בגדי נשים אונליין, קולקציות בגדים לאירוע וליום יום בסטייל, בעיצוב הבסט סיסטרס אלונה ודניאלה צור SHOP NOW »",Shopify Plus,191387,7.9,3620,178,"Shopify Checkout Blocks, Securify Fraud Country Blocker, Powerful Contact Form Builder, Gift Card Hero • All‑in‑one, Klaviyo: Email Marketing & SMS","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sohocenter.co.il,SOHO. 100% Design Shop,SOHO. 100% Design Shop,service@sohocenter.co.il,/Apparel,229,,,IL,"רשת חנויות למוצרים מעוצבים המציעה מגוון עצום של פריטים ואביזרים לכל חלל בבית ובמשרד, ריהוט קל, מוצרים למטבח ולאמבטיה, אביזרי אופנה, גאדג׳טים מעוצבים, מוצרים לילדים, מוצרי פופ ונייר, טקסטיל ועוד.",Shopify Plus,237476,9.6,7665,25,"Adoric Popup & Email Popups, SEOWILL ‑ 404 Link Redirect, Shopify Checkout Blocks, DOOFINDER ‑ Search & Discovery, Essential Countdown Timer Bar","Arrive, Cloudflare, Cloudflare CDN, Criteo, Doofinder",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Signature Required, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"arkadihaitovsohocenter.co.il,bobgswsohocenter.co.il,etzionwallachsohocenter.co.il"
rachelmintz.com,Rachel Mintz Coloring Books,Rachel Mintz Coloring Books,service@rachelmintz.com,/Toys & Hobbies/Drawing & Coloring,,Ramat Gan,Tel Aviv District,IL,"Find the best printable PDF coloring books for your needs. The largest most diverse collection of digital coloring books. Mandalas, Portraits, Flowers, Landscapes, Large Print, Animals, Holidays and much more.",,349029,6.1,439,,"GOAFFPRO ‑ Affiliate Marketing, Shopify Inbox, Shopify Local Delivery","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoAffPro",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
peleg-design.com,PELEG DESIGN– Peleg Design,PELEG DESIGN– Peleg Design,shop@peleg-design.com,/Home & Garden/Kitchen & Dining/Cookware & Diningware,9,Tel Aviv-Yafo,Tel Aviv District,IL,"Peleg Design studio makes unique kitchen, office and home gadgets and accessories. Shop online for gifts as Magnetic Vase, Bloom napkin holder, Jumbo cutlery drainer, Egguins penguins Egg Holder for Cook, Store & Serve Eggs, Yolkfish, and more. Free worldwide shipping over 50$. Free gift on every purchase over 3 items.",,110083,8.1,118,82,"17TRACK Order Tracking, AvantLink Affiliate Marketing, Cozy Country Redirect, Amazon MCF by ByteStand, GA4 Google Analytics 4 ‑ GTM","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Faire",,,,,"Tracking Page, Shopify Online Store 2.0, International Shipping, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,shaharpelegpeleg-design.com
shlomitofir.co.il,Shlomit Ofir - Jewelry Design,Shlomit Ofir - Jewelry Design,"hello@shlomitofir.com, https://www.tiktok.com/@shlomitofir, stores@shlomitofir.com",/Apparel/Clothing Accessories,9,Tel Aviv-Yafo,Tel Aviv District,IL,"תכשיטים עדינים ומינימליסטיים בעיצוב מקומי מתל אביב, שכבשו לבבות בארץ ובעולם. בואי להכיר ולהתאהב בפריטים שמשלבים סטייל על־זמני עם טאצ' אישי.",Shopify Plus,166420,9.6,1232,290,"AOV.ai Bundles Upsell, Avada AI SEO Image Optimizer, AOV Free Gift BOGO Buy X Get Y, Amp: Back in Stock & PreOrder+, Preorder, Back In Stock ‑ STOQ","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,PIN 11k,"Shopify Online Store 2.0, Free Returns, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,maayanbacharshlomitofir.co.il
kravitz.co.il,Kravitz,Kravitz,"info@kravitz.co.il, https://www.tiktok.com/@kravitz_israel",/Business & Industrial/Business Services/Office Supplies,85,Modi'in-Maccabim-Re'ut,Center District,IL,"קרביץ, החברה המובילה והותיקה בישראל לציוד משרדי, וטכנולוגיה . באתר תוכלו לקבל את כל המידע ולבצע רכישה ומשלוחים",Shopify Plus,351156,9.6,5684,33,"Affiracle Affiliate Marketing, Amp: Back in Stock & PreOrder+, Bigblue ‑ All in one logistics, BUCKS Currency Converter PRO++, Bundler ‑ Product Bundles App","Apple Pay, Arrive, Bing Ads, Cloudflare, Cloudflare CDN",,,magento (2023),TT 6.4k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"maorarzikravitz.co.il,shakedkravitz.co.il,gadishakedkravitz.co.il,doriterezkravitz.co.il"
eagle-dental-burs.com,Eagle Dental Burs,Eagle Dental Burs,"https://www.youtube.com/@eagledentalburs2161, support@eagle-dental-burs.com",/Health/Oral & Dental Care,,Kiryat Ata,Haifa District,IL,"The 1st online shop for dental burs, offering fast worldwide delivery and guaranteed quality. From special Ceramic & IPR burs to everyday diamonds, carbides, and polishers - we’ve got it all!",,267366,5.8,203,,"BUCKS Currency Converter PRO++, Klaviyo: Email Marketing & SMS","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",4.7,108,,,"Shopify Online Store 2.0, International Shipping, Free Returns, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
afrodita.co.il,Afrodita,Afrodita,info@afrodita.co.il,/Apparel/Undergarments,62,Rosh Haayin,Center District,IL,"אפרודיטה, הלבשה תחתונה, אופנה, חזיות, בגדי ים, תחתונים",Shopify Plus,180882,9.6,1760,330,"BixGrow Affiliate Marketing, CartWizard: All‑in‑1 Discounts, Shopify Checkout Blocks, Checkout Upsell, Hextom: Countdown Timer Bar","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Contact Page, Tracking Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"izzymuchtarafrodita.co.il,anastasiaavramovafrodita.co.il,irarozentalafrodita.co.il"
studioalternativi.com,Studio Alternativi,Studio Alternativi,studio.alternativi@gmail.com,/Arts & Entertainment/Visual Art & Design/Architecture,2,Haifa,Haifa District,IL,"SA is a marketplace for everything architects and designers need. You'll find cutouts, vectors, textures, fonts, blocks, scripts, actions, patterns, entourage characters, animals, vegetation, furniture, Revit families, 3D objects, free resources, useful tips, courses, workshops, tutorials and more. Free and paid.",,145884,6.2,853,29,"Blockify Fraud Filter, Blocker, Blockify Age Verification 18+, BUCKS Currency Converter PRO++, Pandectes GDPR Compliance, Instafeed ‑ Instagram Feed","Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense, Mailchimp",,,,PIN 5.3k,"FAQ Page, Shopify Online Store 2.0, Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
ayalabar.com,ayalabar.com,ayalabar.com,"service@ayalabar.com, service@ayalabarstore.com",/Apparel/Clothing Accessories,3,Giv'atayim,Tel Aviv District,IL,"תכשיטי אילה בר מוצגים בתערוכות ברחבי העולם ונמכרים בחנויות נבחרות, בוטיקים, גלריות אמנות וחנויות מוזיאונים בארה”ב, אירופה, אוסטרליה, דרום אפריקה והמזרח ...",,147353,9.6,740,10,"Connectif, Geolocation, Klaviyo: Email Marketing & SMS, Product Labels & Badges—Lably, Orbe Geolocation","Arrive, Cloudflare, Cloudflare CDN, Connectif, Glopal",,,woocommerce (2024),PIN 2.6k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, International Shipping",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
kualastyle.com,קואלה – KUALA,קואלה – KUALA,"info@kualastyle.com, https://youtube.com/@kualastyle, https://www.tiktok.com/@kualastyle",/Home & Garden/Home Furnishings,13,Rishon LeTsiyon,Center District,IL,"חנות הרהיטים והעיצוב הגדולה בישראל, מבחר עצום של רהיטים מעוצבים! משלוחים חינם - הכל במקום אחד ובקליק ←",Shopify Plus,213259,8.2,3333,79,"UpPromote Affiliate Marketing, Attentive: AI‑led Email &SMS, 506 Sale & Bulk Discount App, Klaviyo: Email Marketing & SMS, Microsoft Clarity: AI Insights","Arrive, Attentive, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,PIN 2.8k / TT 13k,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"yardenamuyalkualastyle.com,edrikualastyle.com,oriyaduekkualastyle.com"
mychessets.com,My Chess Sets,My Chess Sets,"support@mychessets.com, https://www.youtube.com/@mychesssets",/Games/Board Games/Chess & Abstract Strategy Games,,Atzmon,North District,IL,"Shop luxury hand crafted chess sets, luxury chess boards, themed chess sets, personalized chess sets and more!",,151023,3.2,176,90,"17TRACK Order Tracking, Preorder, Back In Stock ‑ STOQ, BUCKS Currency Converter PRO++, Shopify Collabs, Cozy AntiTheft","Arrive, Cloudflare, Cloudflare CDN, Customily, Facebook Pixel",4.0,25,,,"International Shipping, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
365mashbir.co.il,המשביר MASHBIR,המשביר MASHBIR,"https://www.youtube.com/@mashbir365, https://www.tiktok.com/@hamashbir",/Jobs & Education/Education/Languages,33,Netanya,Center District,IL,"באתר הסחר של המשביר 365 MASHBIR תוכלו לרכוש אונליין מגוון רחב של מותגי הנעלה וביגוד, בשמים, מוצרים לבית ומוצרי חשמל. היכנסו עכשיו >>",Shopify Plus,413321,5.7,25001,99,"AdScale AI Ads Meta/Google Ads, UpPromote Affiliate Marketing, Avada AI SEO Image Optimizer, MP Size Chart & Size Guide, ChatBot by Text","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Flashy",,,,TT 12k,"Shopify Online Store 2.0, Has Android App, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
twentyfourseven.co.il,twentyfourseven,twentyfourseven,"https://www.youtube.com/@twentyfourseven, https://www.tiktok.com/@twentyfourseven_tfs, news@twentyfourseven.co.il",/Apparel,1,Rishon LeTsiyon,Center District,IL,,Shopify Plus,378456,9.6,639,49,"Shopify Checkout Blocks, Essent FreeShipping Upsell App, Kiwi Size Chart & Recommender, Microsoft Clarity: AI Insights, Essential Order Value Booster","Arrive, Cloudflare, Cloudflare CDN, Criteo, Flashy",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Returns Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
femina.co.il,FEMINA,FEMINA,"https://www.youtube.com/@feminaisrael8923, https://www.tiktok.com/@femina_israel, office@femina.co.il",/Apparel/Undergarments | /Apparel/Women's Clothing,7,Petah Tikva,Center District,IL,"חזיות והלבשה תחתונה בעיצוב ישראלי מחמיא ונוח, לכל מידה וסגנון. מותג כחול לבן עם טכנולוגיה מתקדמת וסטייל. קני אונליין באתר פמינה.",Shopify Plus,174119,6.4,1153,293,"Adoric Bundles Volume discount, Restock & Back In Stock Alerts, CartWizard: All‑in‑1 Discounts, Shopify Checkout Blocks, Essential Countdown Timer Bar","Afterpay, Apple Pay, Arrive, Cloudflare, Cloudflare CDN",,,magento (2026),,"Store Locator Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Cryptocurrency Messaging, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"talkadurifemina.co.il,ishaylutingerfemina.co.il,ayabaradfemina.co.il,gurfemina.co.il,shannykashifemina.co.il"
sodastream.co.il,"SodaStream International, Ltd.",SodaStream International,customer-service-il@sodastream.com,/Food & Drink/Beverages/Soft Drinks | /Food & Drink/Beverages,1323,,,IL,סודהסטרים ישראל - מכשירי סודה ביתיים להכנת מים מוגזים מרעננים בטעמים שונים. הכנת מים מוגזים בקלות עם בר מי סודה של סודהסטרים. הזמינו מכשיר אונליין באתר.,Shopify Plus,142029,7.0,135,59,"Awin ‑ Affiliate Marketing, Shopify Checkout Blocks, Justuno ‑ Email & SMS Pop ups, Justuno ‑ Email & SMS Popups, Criteo GO","AWIN, Ada, Arrive, Bing Ads, Cloudflare",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Store Locator Page, Has Blog, Public Company",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"kfirsuisasodastream.co.il,eyalshohatsodastream.co.il,danielerdreichsodastream.co.il"
strongful.co.il,strongful.co.il,strongful.co.il,support@strongful.co.il,/Apparel/Athletic Apparel,,Bnei Brak,Tel Aviv District,IL,"סטרונגפול בגדי ספורט לנשים, חנות בגדי אקטיב מעוצבים, חליפות ספורט, סט ספורטיבי, טייצים מחטבים, טופים איכותיים ועוד - הכל און ליין כדי שלך יהיה קל »",Shopify Plus,172248,6.3,1213,247,"Adoric Bundles Volume discount, Discounts, BOGO & Gifts ‑ AIOD, AttributePro Cart & Line Props, Carti Auto Add to Cart, Amp: Back in Stock & PreOrder+","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify Online Store 2.0, Has iOS App, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"yardendeutschstrongful.co.il,dorkedemstrongful.co.il,yahavhonigstrongful.co.il"
toysrus.co.il,"Toys""R""Us","Toys""R""Us","service@tru.co.il, https://www.tiktok.com/@toysrus_il",,13487,Shefayim,Center District,IL,"טויס אר אס,ToysRUs רשת הצעצועים המובילה ביותר בעולם עכשיו אצלכם בסלון! הזמינו צעצועים אונליין ממגוון המותגים המובילים: לגו, בובות, משחקי קופסה ומתנות לילדים עם משלוח מהיר עד הבית.",Shopify Plus,275784,9.6,5674,13,"Avada GDPR Cookies Consent, Amp: Back in Stock & PreOrder+, CartWizard: All‑in‑1 Discounts, Shopify Checkout Blocks, Smart Search & Filter","Afterpay, Apple Pay, Arrive, Cloudflare, Cloudflare CDN",,,magento (2026),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Cryptocurrency Messaging, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
