Domain,query_name,segment,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,public_emails_clean,ingested_at,Final Email,MV,BB,Status
firstratemove.com,General Moving Companies in US / CA,has_public,First-Rate Moving & Storage,First-Rate Moving & Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.98",30,91,1-10M,1-10,2022-11-18,Woodbridge,NJ,US,+19739221115,info@firstratemove.com,"First-Rate Moving & Storage is a moving company that offers secure and reliable services for both families and businesses in New Jersey. Their main functionality includes packing, transporting, and unloading belongings, as well as providing 24/7 monitored storage solutions. They utilize high-quality packing materials and specialized techniques to ensure the safety of fragile items, and their team is dedicated to providing a stress-free moving experience from start to finish.",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@firstratemove.com,2026-05-29,info@firstratemove.com,catch_all,deliverable,done
storva.com,General Moving Companies in US / CA,has_public,STORVA LLC,STORVA,yes,"CONSUMER_SERVICES:0.66, SUPPLY_CHAIN_AND_PROCUREMENT:0.34","B2B:0.85, B2C:0.97",137,91,10-100M,11-50,2019-03-29,Dallas,TX,US,+12144443699,"info@storva.com, support@storva.com","STORVA is a nationwide service that provides storage, moving, and delivery solutions for individuals and businesses. It offers three main services: full-service storage with free pickup and delivery, professional packing, and same-day delivery across the country. Customers can manage their accounts through a mobile app, track inventory, and receive personalized support from knowledgeable staff, ensuring a seamless experience throughout the moving process.",moveplnr-2026-05-29-companies-batch500-1,0,2,0,catchall_only,"info@storva.com, support@storva.com",2026-05-29,info@storva.com,catch_all,deliverable,done
oakvillemovingandstorage.com,General Moving Companies in US / CA,has_public,Oakville Moving & Storage Ltd,Oakville Moving & Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.95, B2C:0.99",138,91,<1M,1-10,2019-09-10,Oakville,ON,CA,+12892302544,info@oakvillemovingandstorage.com,"Oakville Moving & Storage Ltd. provides a variety of moving and storage services in the Greater Toronto Area, including residential, commercial, senior and retirement moving, student moving, packing, organization, and piano moving. Their main functionality is to assist customers with safe and efficient relocation processes, ensuring that belongings are securely stored and delivered safely. Key features include free consultations for customer needs, competitive pricing, and a focus on customer se",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@oakvillemovingandstorage.com,2026-05-29,info@oakvillemovingandstorage.com,catch_all,deliverable,done
movingvaninc.com,General Moving Companies in US / CA,has_public,Moving Van Inc.,Moving Van,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.91",44,91,1-10M,1-10,2021-01-22,Nashville,TN,US,+16155379580,info@movingvaninc.com,"Moving Van is a moving company based in Nashville that offers residential and commercial moving services. Their main functionalities include packing, labor, transportation, and storage for items such as furniture and fragile belongings. They provide free estimates, conduct walkthroughs, and ensure the safe handling of all items throughout the move process. The team focuses on delivering personalized service and ensuring a smooth experience for their clients.",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@movingvaninc.com,2026-05-29,info@movingvaninc.com,catch_all,deliverable,done
avantgardemoving.com,General Moving Companies in US / CA,has_public,Avant Garde Moving,Avant Garde Moving,yes,CONSUMER_SERVICES:0.97,"B2B:0.98, B2C:0.95",55,91,1-10M,1-10,2021-04-13,Brooklyn,NY,US,+19292824882,sales@avantgardemoving.com,"Avant Garde Moving is a full-service moving company based in New York City that offers a range of relocation services. Their main functionalities include residential, long-distance, commercial, and overseas moving, as well as specialized moves for fine art and collectibles. Key features include professional packing and unpacking, climate-controlled transport, custom crating, and insurance coverage for all moving needs. The company emphasizes customer service, timely arrivals, and personalized su",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,sales@avantgardemoving.com,2026-05-29,sales@avantgardemoving.com,catch_all,deliverable,done
best-moving-chicago.com,General Moving Companies in US / CA,has_public,Best Moving Chicago,Best Moving Chicago,yes,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.99",37,91,1-10M,11-50,2024-08-13,Des Plaines,IL,US,+13313049190,info@best-moving-chicago.com,"Best Moving Company is a local and long-distance moving service based in Chicago, offering packing, storage, and relocation solutions for both residential and commercial clients. The company provides personalized moving plans that include same-day pickup and delivery, ensuring safe handling of fragile items with proper equipment. Key features include background-checked movers, 24/7 customer support, and flexible scheduling to fit various schedules.",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@best-moving-chicago.com,2026-05-29,info@best-moving-chicago.com,catch_all,deliverable,done
triple7movers.com,General Moving Companies in US / CA,has_public,Triple 7 Movers,Triple 7 Movers,yes,CONSUMER_SERVICES:0.99,"B2B:0.83, B2C:0.98",238,90,1-10M,11-50,2019-03-21,Las Vegas,NV,US,"+12532631099, +17028672103, +18558477778, +18666507698, +18669681124, +17026857888, +18665174252","itay@triple7movers.com, sales@triple7movers.com, support@triple7movers.com","The Loft Ranger is a Hampshire-based company that specializes in loft insulation and custom storage solutions. Their main services include loft boarding, energy-efficient insulation, loft ladder installation, and bespoke storage options such as truss shelving and loft furniture. They focus on enhancing living spaces through tailored insulation strategies and high-quality products, ensuring efficient access to loft areas. Customers can request free quotes for their specific needs.",moveplnr-2026-05-29-companies-batch500-1,0,3,0,catchall_only,"itay@triple7movers.com, sales@triple7movers.com, support@triple7movers.com",2026-05-29,itay@triple7movers.com,catch_all,deliverable,done
atwobmoving.com,General Moving Companies in US / CA,has_public,A2B Moving and Storage Inc.,A2B Moving and Storage,yes,CONSUMER_SERVICES:0.99,"B2B:0.99, B2C:0.81",41,90,1-10M,11-50,2018-04-28,Folsom,CA,US,+18332603377,info@atwobmoving.com,"A2B Moving and Storage is a moving company based in Sacramento that offers a range of services for both local and long-distance moves. Their main functionalities include professional packing, storage solutions, and transportation support for individuals and businesses moving to different locations. Key features include competitive pricing, experienced movers, and climate-controlled storage facilities designed for both short-term and long/long-term needs. The company aims to provide efficient and",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@atwobmoving.com,2026-05-29,info@atwobmoving.com,catch_all,deliverable,done
bamyvr.com,General Moving Companies in US / CA,has_public,BAM YVR,BAM YVR,yes,CONSUMER_SERVICES:0.99,B2C:0.96,77,90,<1M,11-50,2025-01-13,Vancouver,BC,CA,+16047516292,info@bamyvr.com,"BAM YVR is a moving company based in Vancouver that offers a range of services for both residential and long-distance moves. Their main functionalities include packing, delivery, junk removal, storage, and specialized moving solutions such as furniture and art boxes. The team focuses on providing reliable service, ensuring secure and efficient handling of belongings, and offering flexible pricing options to accommodate different relocation needs. BAM Y VR aims to create a stress-free moving expe",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@bamyvr.com,2026-05-29,info@bamyvr.com,catch_all,deliverable,done
orangetruckmovers.com,General Moving Companies in US / CA,has_public,Orange Truck Movers,Orange Truck Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.54, B2C:0.97",43,90,1-10M,1-10,2022-05-19,New York,NY,US,+17186783293,info@orangetruckmovers.com,"Orange Truck Movers is a moving company based in New York City that offers a range of services for residential, apartment, and long-haul moves. Their main functionality includes providing personalized packing and unpacking assistance, ensuring on-time delivery, and offering transparent pricing with no hidden fees. They also focus on eco-friendly practices by recycling materials and promoting sustainable move practices throughout the moving process. The company operates nationwide and emphasizes",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@orangetruckmovers.com,2026-05-29,info@orangetruckmovers.com,catch_all,deliverable,done
skylinemovingnyc.com,General Moving Companies in US / CA,has_public,Skyline Moving,Skyline Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.95, B2C:0.94",119,90,1-10M,1-10,2021-03-18,Middle Village,NY,US,+17188351555,sales@skylinemovingnyc.com,"Skyline Moving is a moving company based in New York City that offers residential and commercial relocation services. They provide a range of services including local, long-distance, furniture move, storage solutions, and specialized items like pianos and gym equipment. The company emphasizes safety with strict COVID-19 protocols and offers transparent pricing without hidden fees, along with 24/7 customer support to assist with packing and unpacking. Skyline Moving serves the Tri-State area, ens",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,sales@skylinemovingnyc.com,2026-05-29,sales@skylinemovingnyc.com,catch_all,deliverable,done
alberta-movers.com,General Moving Companies in US / CA,has_public,Alberta Pro Movers,Alberta Pro Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96",61,90,1-10M,1-10,2017-04-04,Calgary,AB,CA,"+14039101414, +15878906940","info@alberta-movers.com, privacy@alberta-movers.com","Alberta Pro Movers is a moving company based in Calgary that offers local and long-distance relocation services for both residential and commercial clients. Their main functionality includes providing professional packing, storage solutions, and insurance services to ensure safe and efficient move-related processes. Key features include transparent pricing with no hidden fees, experienced movers, a variety of moving supplies such as moving boxes and furniture, and specialized moves for internati",moveplnr-2026-05-29-companies-batch500-1,0,2,0,catchall_only,"info@alberta-movers.com, privacy@alberta-movers.com",2026-05-29,info@alberta-movers.com,catch_all,deliverable,done
allinmovingsystems.com,General Moving Companies in US / CA,has_public,All in Moving Systems,All in Moving Systems,yes,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.94",136,90,1-10M,1-10,2018-03-31,San Jose,CA,US,"+18882590707, +16502824848",info@allinmovingsystems.com,"All in Moving Systems is a moving company that offers a range of services for residential and commercial moves in the San Jose and Bay Area. Their main functionalities include providing free quotes, packing services, and storage solutions tailored to various move types such as long-distance and office relocations. The company emphasizes customer satisfaction, employs transparent billing systems, and ensures efficient transportation with trained staff who prioritize safety and quality service. Th",moveplnr-2026-05-29-companies-batch500-1,0,1,0,catchall_only,info@allinmovingsystems.com,2026-05-29,info@allinmovingsystems.com,catch_all,deliverable,done
