query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA,no_contacts,truckandi.com,Truck and i,Truck and i,yes,"CONSUMER_SERVICES:0.91, SUPPLY_CHAIN_AND_PROCUREMENT:0.08",B2C:0.94,182,,1-10M,1-10,2018-10-16,Atlanta,GA,US,"+14043555151, +14703056886",moving@truckandi.com,"Truckandi is a moving company that offers a variety of services for residential, commercial, and long-distance moves in the Greater Atlanta Metro Area. Their main functionalities include custom furniture installation, packing, unpacking, storage solutions, and specialized moving services such as art moving and specialty item delivery. They also provide inventory control, warehousing, and transportation services to ensure efficient handling of belongings during the move. Additionally, Truckandi e",moveplnr-2026-05-29-companies-batch100-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,noproblemmovers.com,No Problem Movers,No Problem Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.95",118,,1-10M,11-50,2017-10-10,Mississauga,ON,CA,"+16472136549, +19058960674","sales@noproblemmovers.com, info@noproblemmovers.com","No Problem Movers is a moving company based in Mississauga, Ontario, offering a range of services for residential and commercial relocations. Their main functionalities include residential moving, office and commercial moving, professional packing service, storage solutions, senior moving, and piano movers. The team consists of trained professionals who ensure safe relocation practices, provide climate-controlled storage options, and offer free quotes for move-related services. They also focus o",moveplnr-2026-05-29-companies-batch100-1,2,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,liftandloadmoving.com,Lift & Load Moving,Lift & Load Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.94, B2C:0.99",49,,1-10M,11-50,2024-03-10,Chicago,IL,US,+12244040069,"piotr@liftandloadmoving.com, contact@liftandloadmoving.com","Lift & Load is a moving company based in Des Plaines, IL, offering a range of services for local and long-distance moves in the Chicago area. Their main functionalities include packing, transportation, unpacking, junk removal, and storage solutions. With over 10 years of experience, their team handles all aspects of the moving process, ensuring efficient and stress-free experiences tailored to each client's needs. They also provide transparent pricing with no hidden fees and emphasize customer s",moveplnr-2026-05-29-companies-batch100-1,0,2,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,firstclassmoversns.ca,First Class Movers,First Class Movers,yes,CONSUMER_SERVICES:0.99,B2C:0.93,33,,<1M,1-10,2023-06-29,Truro,NS,CA,"+12345615523, +19029861266",,"First Class Movers is a moving service based in Truro, NS, specializing in packing and storage solutions. They offer professional pack/unpack services for items like breakables and specialty items, as well as U-Box storage containers for easy transport. Customers can schedule their move easily through the website, which also provides moving supplies such as boxes and moving pods. The company emphasizes safety and professionalism throughout the moving process, ensuring that all belongings are han",moveplnr-2026-05-29-companies-batch100-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,wrapandmove.ca,Wrap and Move Inc.,Wrap and Move,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.84",44,,1-10M,1-10,2021-01-06,Etobicoke,ON,CA,+12265059270,"webmaster@wrapandmove.ca, info@wrapandmove.ca","Wrap and Move is a moving company based in Toronto, Ontario, offering a range of relocation services for both residential and office moves. Their main functionalities include long-distance moving, furniture moving, junk removal, and packing materials. They provide free consultations to understand client needs, flexible scheduling, and a team of skilled movers who prioritize customer satisfaction and environmental sustainability. The company operates throughout various locations in Toronto and of",moveplnr-2026-05-29-companies-batch100-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,moveitright.ca,Move It Right,Move It Right,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.95",64,,1-10M,11-50,2023-09-07,Toronto,ON,CA,"+12894261940, +16473706250, +16474834810, +16474835527, +16479050414, +17054812269, +18665588564",,"Move It Right is a moving company that offers residential and commercial relocation services across Ontario. Their main functionality includes providing personalized moving solutions, including home moves, condo relocations, senior moving, student moving, and long-distance travel. Key features include initial consultations, packing services, professional moving assistance, and a selection of trucks tailored to different moving needs. They also offer transparent pricing with no hidden fees, flexi",moveplnr-2026-05-29-companies-batch100-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,noblemovingandstorage.com,Noble Moving & Storage,Noble Moving & Storage,yes,CONSUMER_SERVICES:0.99,"B2B:0.88, B2C:0.92",68,,1-10M,11-50,2024-02-18,Suite 6,NJ,US,+18886600298,"sales@noblemovingandstorage.com, info@noblemovingandstorage.com, info@americanchoice.com","Noble Moving and Storage is a licensed moving company that offers a range of services including local, long-distance, international, residential, commercial, and military moves. Their main functionality is to provide comprehensive relocation support from packing and transportation to the settling in at new homes or offices. Key features include free estimates, personalized moving plans, professional packing and preparation, timely unpacking, and access to moving supplies through their online sto",moveplnr-2026-05-29-companies-batch100-1,2,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,tailoredmove.com,Tailored Move,Tailored Move,yes,CONSUMER_SERVICES:1.0,"B2B:0.77, B2C:0.81",76,,10-100M,11-50,2019-04-18,Woodbridge,VA,US,+18338606683,info@tailoredmove.com,"Tailored Move is a moving and storage service that offers tailored solutions for individuals, families, and businesses looking to relocate or downsize. Their main functionality includes providing personalized moving assistance throughout the move process, including packing, decluttering, and storage services. Key features include a virtual survey for quick quotes, fully trained moving crews, and a focus on customer satisfaction with transparent pricing without hourly fees. They also offer additi",moveplnr-2026-05-29-companies-batch100-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,affordablemovingcompany.org,Affordable Moving Company,Affordable Moving Company,yes,CONSUMER_SERVICES:0.96,"B2B:0.81, B2C:0.91",53,,1-10M,1-10,2021-09-09,Los Angeles,CA,US,+12133027333,info@affordablemovingcompany.org,"Affordable Moving Company is a local moving service that offers packing, unpacking, and unloading for residential and commercial moves in California. They provide professional movers equipped with essential tools and equipment, including heavy lifting, furniture storage, and protective gear. The company emphasizes customer service, employs trained staff, and offers competitive pricing without hidden fees or additional costs. Their services include both local and long-distance moves, as well as s",moveplnr-2026-05-29-companies-batch100-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,moveyourstuff.ca,Move Your Stuff,Move Your Stuff,yes,CONSUMER_SERVICES:0.99,"B2B:0.96, B2C:0.92",35,,1-10M,11-50,2023-11-18,North York,ON,CA,"+16479821819, +6479821819, +16478614336",,"Move Your Stuff is a moving company that offers a range of services for residential and commercial relocations in the Greater Toronto Area. Their main functionalities include local, residential, office, piano moving, furniture assembly, junk removal, packing, and storage solutions. The team focuses on providing personalized moving experiences with trained movers who ensure efficient planning and safe handling of belongings, while also offering free estimates and transparent pricing without hidde",moveplnr-2026-05-29-companies-batch100-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,movelogistics.net,Move Logistics,Move Logistics,yes,"CONSUMER_SERVICES:0.93, SUPPLY_CHAIN_AND_PROCUREMENT:0.06","B2B:0.99, B2C:0.94",214,,1-10M,11-50,2018-06-30,Boerne,TX,US,"+12103486683, +12104546981, +12106105569, +12109347896, +12109420357, +12545705311, +14694150714, +17192121689, +17372575199, +17823328550, +18174354931, +18303965798, +18883684689","stephanie@movelogisticstx.com, marc@movelogisticstx.com, marc@movelogistics.net","Move Logistics is a local moving company in San Antonio, Texas, offering a range of moving services for both residential and commercial clients. Their main functionalities include full packing services, custom moving consultations, white glove moving, heavy-duty equipment moving, and secure storage solutions. They specialize in long-distance moves, interstate relocations, and provide tailored moving plans with transparent pricing and no hidden fees, ensuring customer satisfaction throughout the",moveplnr-2026-05-29-companies-batch100-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,greattorontomovers.ca,Great Toronto Movers Inc.,Great Toronto Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.91, B2C:0.86",78,,1-10M,1-10,2019-07-06,Richmond Hill,ON,CA,"+14169967276, +18002821376",info@greattorontomovers.ca,"Great Toronto Movers is a moving company that offers a range of services for residential and commercial moves in the Greater Toronto Area. Their main functionalities include packing, unpacking, storage, and furniture assembly, ensuring all items are safe and arrive on time. Key features include all-inclusive hourly rates, a focus on eco-friendly practices, and tailored relocation plans that incorporate various moving strategies such as full-service packing, labor only moves, and specialized serv",moveplnr-2026-05-29-companies-batch100-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,can-discountmoving.com,Can Discount Moving,Can Discount Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.93, B2C:0.9",34,,10-100M,1-10,2023-08-03,Pickering,ON,CA,+14378981882,info@can-discountmoving.com,"Can Discount Moving is a moving company that offers a variety of relocation services for both residential and commercial clients across Canada and the UK. Their main functionalities include local, long-distance, emergency, senior moving, school moving, and packing services. They provide free quotes, flexible service packages, and specialized solutions like junk removal and piano moving to ensure efficient and safe moving processes. The company emphasizes customer satisfaction and aims to simplif",moveplnr-2026-05-29-companies-batch100-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,puremovers.com,Pure Moving & Storage Inc.,Pure Moving & Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.93, B2C:0.97",100,,1-10M,1-10,2018-07-09,Los Angeles,CA,US,"+13239164206, +18008165121",info@puremovers.com,"Pure Moving Company offers a range of moving services for both residential and long-distance moves. Their main functionality includes local, long- distance, packing, furniture moving, and specialized moving for military personnel and seniors. Key features include an upfront pricing model with no hidden fees, on-time arrival, secure packing solutions, and a commitment to customer service throughout the move process. They also provide same-day moving options and emphasize transparency in their pri",moveplnr-2026-05-29-companies-batch100-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
